author_id,cluster_id,comment_count,comment_ids,avg_comment_bot_prob,final_bot_probability,classification,cluster_confidence,cluster_bot_probability,individual_bot_probability
UCGStZwQypilN5rjyKSRodrw,-1,1,['238ccdd46b703487cbe578cb35968eb6'],0.12480814109106826,0.09121645620918248,likely_human,1.0,0.09121645620918248,0.12480814109106826
UCAshR1zQ1yhVY4kmUQqpTcw,-1,1,['ebfd1514e4731d8da53879601c79e0a7'],0.12162587330512994,0.09112259056172492,likely_human,1.0,0.09112259056172492,0.12162587330512994
UCXMUal9Bm4py1LLTNEeaNLA,-1,1,['7a45a99b5ac2c402595847e4019e871d'],0.11754332410890335,0.09090945690589862,likely_human,1.0,0.09090945690589862,0.11754332410890335
UCfOkP0UB59omM_df9TjRn0w,-1,1,['b1b3ae286587ce700ce22df40e1f2582'],0.11811041613832494,0.09055162171874374,likely_human,1.0,0.09055162171874374,0.11811041613832494
UCBtYlygGQHE1Ch4LGEc8FSg,-1,1,['8c9c0929066cec1eed0188fd54c2f8fe'],0.12630693697504372,0.09055100015041166,likely_human,1.0,0.09055100015041166,0.12630693697504372
UC9Ki-OL7dLuNlJ6GveKWDlg,-1,1,['e146b48a5cfc7f4e73afe1410ab6f62c'],0.11909342812741508,0.09044560296809351,likely_human,1.0,0.09044560296809351,0.11909342812741508
UCmh7J6vYAmCmGae0Sab7MDw,-1,1,['091d6bbe6f0383ce9d2de1ad08787b23'],0.11323898581027937,0.0898131437432672,likely_human,1.0,0.0898131437432672,0.11323898581027937
UC99u59YwXE3iZiG8OjMYrvA,-1,1,['0f08c6b32a3d167f33e190b3c9948469'],0.11576989970570963,0.08878577305170307,likely_human,1.0,0.08878577305170307,0.11576989970570963
UCKtggoRTIqt-DAI2BUKZWHg,-1,1,['676cab000cf9412b5f800eea32ca40c7'],0.11928606604527411,0.08820629493101226,likely_human,1.0,0.08820629493101226,0.11928606604527411
UC2AibErZa7obRKOv8-uKFpw,-1,1,['0544d5122ee69408403b0984595c98b4'],0.12149657452565993,0.08785777054937581,likely_human,1.0,0.08785777054937581,0.12149657452565993
UCA5lwaUAkr0TxURdqbwapBQ,-1,1,['24eb219a54f5043b6f8a1b40bdc03990'],0.11003373012587128,0.08755582885415195,likely_human,1.0,0.08755582885415195,0.11003373012587128
UCjWYBoZh76y2ja78eQK8bLQ,-1,1,['8d35bbde81fcb9c34e1a55e75b62bae4'],0.11206814743376765,0.08727227607930636,likely_human,1.0,0.08727227607930636,0.11206814743376765
UCAdeS_3-N2KG_uaDEE-7N3A,-1,1,['24683207e42ec18c3a546a06019fcaf6'],0.11421411186517362,0.08662693600754343,likely_human,1.0,0.08662693600754343,0.11421411186517362
UCz2YnKXyCapZzdF1ykf_l6A,-1,1,['f6633e9e20c9b3ad5ed8fcd48330b2ce'],0.12509358760020856,0.0852095655060225,likely_human,1.0,0.0852095655060225,0.12509358760020856
UChjP9KhdwRa3yKoIKGjQHdw,-1,1,['09d9a056c82107b1ddc5104b8953fba7'],0.11710467736528091,0.08363666075387713,likely_human,1.0,0.08363666075387713,0.11710467736528091
UCa3DlPRi55oSSh-yCV7jSRg,-1,1,['88a618bb9e2a615895a83760b2293046'],0.11859597886890144,0.0835041271534403,likely_human,1.0,0.0835041271534403,0.11859597886890144
UCyZWpYTia2OZw3codIPjr_g,-1,1,['15d791ad52199682b11bb8997d301ca0'],0.10598992322139644,0.08091678340496375,likely_human,1.0,0.08091678340496375,0.10598992322139644
UCZ1DzEwNLbOnW4yiSgs-yfg,-1,1,['b22115482b0217ecb3aa7d846144e424'],0.10915435750255682,0.08034382207341523,likely_human,1.0,0.08034382207341523,0.10915435750255682
UCQZuqRRFZwUbFkj5XC-H39A,-1,1,['ae382e4f7f2558d407e98d69202a067d'],0.10601062839495831,0.07945809997653597,likely_human,1.0,0.07945809997653597,0.10601062839495831
